new_cases,new_deaths
0.149,0.01
0.211,0.0
0.19,0.0
0.186,0.0
0.212,0.01
0.174,0.0
0.241,0.0
0.0,0.0
0.15,0.01
0.116,0.01
0.002,0.0
0.002,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.003,0.0
0.002,0.0
0.0,0.0
0.015,0.0
0.011,0.0
0.015,0.0
0.007,0.0
0.01,0.0
0.016,0.0
0.05,0.0
0.04,0.0
0.037,0.0
0.038,0.0
0.06,0.0
0.078,0.0
0.046,0.0
0.05,0.01
0.062,0.0
0.07,0.0
0.031,0.01
0.033,0.0
0.054,0.0
0.038,0.0
0.054,0.02
0.0,0.0
0.002,0.0
0.0,0.0
0.007,0.0
0.003,0.0
0.001,0.0
0.009,0.0
0.0,0.0
0.008,0.0
0.005,0.0
0.008,0.0
0.017,0.0
0.033,0.0
0.034,0.0
0.036,0.0
0.0,0.0
0.065,0.0
0.022,0.0
0.03,0.0
0.012,0.0
0.006,0.0
0.032,0.0
0.03,0.0
0.0,0.0
0.006,0.0
0.0,0.0
0.008,0.0
0.011,0.0
0.0,0.0
0.015,0.0
0.004,0.0
0.0,0.0
0.003,0.01
0.0,0.01
0.003,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.004,0.0
0.003,0.0
0.003,0.0
0.0,0.0
0.015,0.0
0.013,0.0
0.008,0.0
0.014,0.0
0.023,0.0
0.027,0.0
0.0,0.0
0.0,0.0
0.108,0.0
0.126,0.0
0.0,0.0
0.056,0.0
0.055,0.0
0.054,0.03
0.054,0.0
0.111,0.0
0.084,0.01
0.052,0.0
0.096,0.0
0.051,0.0
0.068,0.01
0.003,0.0
0.004,0.0
0.017,0.0
0.012,0.0
0.026,0.0
0.03,0.0
0.02,0.0
0.035,0.0
0.0,0.0
0.056,0.01
0.0,0.0
0.047,0.0
0.033,0.0
0.044,0.0
0.009,0.0
0.028,0.0
0.008,0.0
0.012,0.0
0.014,0.0
0.024,0.0
0.025,0.0
0.027,0.0
0.051,0.0
0.064,0.0
0.056,0.01
0.202,0.0
0.151,0.0
0.205,0.0
0.158,0.02
0.314,0.0
0.314,0.01
0.367,0.02
0.375,0.0
0.426,0.02
0.768,0.08
0.892,0.05
0.809,0.07
0.305,0.02
1.321,0.19
0.748,0.09
0.614,0.1
0.517,0.18
0.83,0.22
0.562,0.2
0.531,0.18
0.418,0.12
0.008,0.0
0.005,0.0
0.0,0.0
0.0,0.0
0.016,0.0
0.0,0.0
0.009,0.0
0.012,0.0
0.007,0.0
0.015,0.0
0.006,0.01
0.029,0.01
0.043,0.0
0.017,0.01
0.027,0.0
0.064,0.0
0.025,0.01
0.061,0.0
0.041,0.0
0.003,0.0
0.005,0.0
0.006,0.0
0.002,0.0
0.0,0.0
0.003,0.0
0.003,0.0
0.005,0.0
0.025,0.0
0.0,0.0
0.01,0.0
0.015,0.0
0.085,0.0
0.0,0.0
0.0,0.0
0.015,0.0
0.004,0.0
0.0,0.01
0.014,0.0
0.028,0.0
0.022,0.0
0.007,0.0
0.02,0.0
0.029,0.01
0.043,0.0
0.015,0.01
0.027,0.01
0.039,0.0
0.008,0.0
0.01,0.0
0.023,0.0
0.016,0.0
0.052,0.0
0.002,0.0
0.074,0.0
0.002,0.0
0.006,0.01
0.006,0.01
0.0,0.01
0.005,0.0
0.004,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.002,0.0
0.003,0.01
0.002,0.0
0.006,0.0
0.002,0.0
0.007,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.012,0.0
0.0,0.0
0.009,0.0
0.0,0.0
0.015,0.0
0.0,0.0
0.018,0.0
0.007,0.0
0.0,0.0
0.005,0.0
0.0,0.0
0.005,0.0
0.0,0.0
0.008,0.0
0.0,0.0
0.0,0.0
0.058,0.0
0.0,0.01
0.011,0.01
0.141,0.02
0.059,0.0
0.06,0.0
0.031,0.0
0.039,0.0
0.028,0.0
0.047,0.03
0.0,0.0
0.245,0.0
0.13,0.01
0.197,0.0
0.172,0.01
0.185,0.05
0.243,0.04
0.309,0.07
0.462,0.16
0.558,0.3
0.586,0.08
0.342,0.13
0.526,0.34
0.668,0.56
1.298,0.42
1.049,0.69
1.85,0.64
1.702,0.78
1.063,0.82
0.876,1.92
1.189,1.23
1.384,1.83
0.005,0.0
0.003,0.0
0.002,0.0
0.003,0.0
0.011,0.0
0.018,0.0
0.013,0.0
0.007,0.01
0.016,0.03
0.01,0.02
0.008,0.01
0.008,0.01
0.001,0.0
0.012,0.0
0.025,0.0
0.026,0.0
0.004,0.01
0.033,0.0
0.01,0.0
0.03,0.02
0.01,0.0
0.015,0.0
0.046,0.01
0.021,0.01
0.065,0.01
0.045,0.04
0.052,0.03
0.039,0.0
0.074,0.03
0.007,0.0
0.014,0.0
0.099,0.0
0.0,0.0
0.011,0.0
0.038,0.0
0.121,0.01
0.051,0.02
0.249,0.03
0.172,0.05
0.228,0.04
0.525,0.1
0.378,0.09
0.323,0.12
0.307,0.13
0.431,0.18
0.432,0.15
0.487,0.19
0.352,0.25
0.323,0.23
1.138,0.42
1.119,0.39
1.208,0.84
0.01,0.0
0.004,0.0
0.002,0.0
0.012,0.0
0.007,0.0
0.003,0.0
0.005,0.0
0.005,0.0
0.003,0.0
0.013,0.0
0.005,0.0
0.005,0.0
0.001,0.0
0.005,0.01
0.006,0.0
0.001,0.0
0.002,0.0
0.002,0.0
0.002,0.0
0.001,0.0
0.015,0.0
0.025,0.0
0.002,0.01
0.033,0.0
0.036,0.0
0.024,0.0
0.014,0.0
0.017,0.0
0.024,0.0
0.022,0.0
0.029,0.0
0.038,0.04
0.015,0.01
0.013,0.0
0.04,0.0
0.023,0.02
0.035,0.0
0.024,0.01
0.011,0.02
0.024,0.0
0.015,0.0
0.032,0.0
0.006,0.03
0.028,0.02
0.027,0.02
0.015,0.01
0.024,0.0
0.015,0.02
0.021,0.02
0.006,0.0
0.002,0.0
0.002,0.0
0.014,0.0
0.002,0.0
0.031,0.0
0.003,0.0
0.004,0.0
0.005,0.0
0.0,0.0
0.003,0.0
0.0,0.0
0.004,0.0
0.004,0.0
0.002,0.0
0.0,0.0
0.001,0.0
0.013,0.0
0.016,0.0
0.01,0.0
0.009,0.01
0.0,0.0
0.016,0.01
0.0,0.0
0.048,0.04
0.0,0.0
0.054,0.0
0.04,0.0
0.073,0.01
0.01,0.0
0.017,0.0
0.018,0.0
0.023,0.0
0.022,0.0
0.027,0.01
0.049,0.0
0.064,0.0
0.042,0.0
0.058,0.0
-0.001,0.01
0.128,0.0
0.056,0.0
0.0,0.0
0.079,0.0
0.04,0.01
0.029,0.05
0.064,0.01
0.215,0.04
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.003,0.0
0.001,0.0
0.008,0.0
0.0,0.0
0.006,0.0
0.005,0.01
0.0,0.0
0.007,0.0
0.007,0.0
0.018,0.0
0.0,0.0
0.009,0.0
0.03,0.03
0.0,0.0
0.083,0.03
0.045,0.0
0.04,0.01
0.153,0.02
0.0,0.0
0.048,0.03
0.145,0.0
0.0,0.0
0.108,0.01
0.0,0.0
0.159,0.03
0.0,0.0
0.086,0.02
0.043,0.05
0.0,0.0
0.108,0.07
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.014,0.0
0.001,0.0
0.003,0.01
0.025,0.0
0.008,0.0
0.024,0.0
0.007,0.0
0.024,0.0
0.04,0.0
0.001,0.0
0.0,0.0
0.015,0.0
0.012,0.0
0.006,0.0
0.015,0.0
0.002,0.0
0.002,0.0
0.011,0.0
0.01,0.0
0.047,0.0
0.02,0.0
0.018,0.0
0.015,0.0
0.013,0.01
0.004,0.0
0.023,0.0
0.008,0.0
0.013,0.0
0.01,0.0
0.017,0.0
0.005,0.0
0.017,0.0
0.02,0.0
0.012,0.0
0.005,0.0
0.02,0.0
0.026,0.0
0.02,0.0
0.005,0.0
0.004,0.0
0.003,0.0
0.002,0.0
0.0,0.0
0.002,0.0
0.003,0.0
0.003,0.0
0.001,0.0
0.005,0.0
0.002,0.0
0.005,0.0
0.001,0.0
0.032,0.0
0.005,0.0
0.025,0.0
0.073,0.0
0.008,0.01
0.036,0.0
0.036,0.0
0.051,0.01
0.069,0.01
0.048,0.02
0.078,0.01
0.085,0.01
0.1,0.01
0.17,0.05
0.136,0.05
0.15,0.0
0.211,0.03
0.351,0.1
0.26,0.02
0.426,0.04
0.401,0.16
0.001,0.0
0.026,0.0
0.024,0.0
0.02,0.0
0.027,0.01
0.018,0.0
0.042,0.04
0.038,-0.01
0.409,0.0
0.385,0.0
0.329,0.02
0.29,0.02
0.392,0.1
0.474,0.04
0.342,0.0
0.59,0.0
0.732,0.09
0.449,0.02
0.907,0.03
0.014,0.0
0.006,0.0
0.0,0.0
0.023,0.0
0.0,0.0
0.039,0.0
0.022,0.0
0.0,0.02
0.028,0.0
0.009,0.01
0.013,0.0
0.018,0.0
0.013,0.0
0.081,0.0
0.046,0.0
0.037,0.0
0.0,0.0
0.196,0.0
0.103,0.0
0.095,0.01
0.114,0.01
0.176,0.0
0.22,0.01
0.164,0.01
0.304,0.01
0.299,0.01
0.23,0.01
0.31,0.01
0.289,0.04
0.293,0.04
0.373,0.02
0.036,0.0
0.046,0.0
0.048,0.0
0.037,0.0
0.06,0.0
0.043,0.0
0.068,0.0
0.072,0.0
0.05,0.0
0.061,0.0
0.074,0.0
0.068,0.0
0.046,0.01
0.051,0.02
0.03,0.01
0.029,0.0
0.021,0.01
0.024,0.01
0.016,0.0
0.012,0.0
0.011,0.0
0.009,0.0
0.004,0.0
0.001,0.0
0.001,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.011,0.0
0.02,0.0
0.003,0.0
0.025,0.0
0.029,0.0
0.023,0.0
0.021,0.0
0.016,0.0
0.025,0.0
0.021,0.0
0.023,0.0
0.018,0.01
0.011,0.0
0.011,0.0
0.005,0.01
0.01,0.0
0.014,0.0
0.006,0.0
0.003,0.01
0.005,0.0
0.001,0.0
0.006,0.0
0.006,0.0
0.002,0.0
0.001,0.0
0.003,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.01,0.01
0.0,0.02
0.001,0.01
0.002,0.0
0.001,0.0
0.0,0.0
0.004,0.0
0.0,0.0
0.004,0.0
0.004,0.0
0.002,0.0
0.0,0.0
0.001,0.0
0.006,0.0
0.0,0.0
0.001,0.0
0.001,0.0
0.005,0.0
0.01,0.0
0.004,0.0
0.013,0.0
0.011,0.0
0.011,0.0
0.013,0.0
0.018,0.0
0.015,0.0
0.021,0.0
0.003,0.0
0.005,0.0
0.003,0.0
0.004,0.0
0.004,0.0
0.0,0.0
0.003,0.0
0.0,0.0
0.002,0.0
0.022,0.0
0.015,0.0
0.035,0.0
0.029,0.0
0.036,0.01
0.053,0.01
0.037,0.0
0.029,0.0
0.023,0.0
0.022,0.0
0.015,0.0
0.002,0.0
0.04,0.0
0.018,0.0
0.019,0.01
0.013,0.0
0.011,0.01
0.008,0.01
0.007,0.0
0.007,0.0
0.002,0.0
0.002,0.0
0.005,0.0
0.007,0.01
0.005,0.0
0.001,0.0
0.002,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.021,0.0
0.004,0.0
0.017,0.0
0.019,0.0
0.024,0.0
0.015,0.0
0.02,0.0
0.015,0.0
0.011,0.0
0.01,0.0
0.009,0.0
0.015,0.0
0.011,0.0
0.011,0.0
0.006,0.0
0.005,0.0
0.007,0.0
0.002,0.0
0.004,0.0
0.002,0.0
0.003,0.0
0.002,0.0
0.001,0.0
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003,0.0
0.004,0.0
0.01,0.0
0.0,0.0
0.005,0.0
0.004,0.0
0.006,0.0
0.003,0.0
0.006,0.0
0.001,0.0
0.002,0.0
0.003,0.0
0.002,0.0
0.0,0.0
0.011,0.0
0.011,0.0
0.004,0.0
0.002,0.0
0.005,0.0
0.0,0.0
0.005,0.0
0.012,0.01
0.004,0.01
0.0,0.0
0.003,0.0
0.001,0.0
0.003,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.011,0.0
0.017,0.0
0.001,0.0
0.004,0.0
0.0,0.0
0.001,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.004,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.056,0.0
0.07,0.0
0.077,0.0
0.082,0.0
0.099,0.0
0.097,0.0
0.093,0.0
0.088,0.0
0.082,0.0
0.075,0.0
0.064,0.01
0.061,0.0
0.036,0.0
0.028,0.0
0.018,0.0
0.042,0.0
0.022,0.01
0.02,0.0
0.033,0.0
0.022,0.0
0.006,0.02
0.006,0.0
0.003,0.01
0.001,0.0
0.001,0.0
0.006,0.0
0.003,0.01
0.003,0.0
0.002,0.01
0.0,0.0
0.0,0.0
0.001,0.0
0.001,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.001,0.0
0.003,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004,0.0
0.001,0.0
0.003,0.0
0.006,0.0
0.008,0.0
0.017,0.0
0.005,0.0
0.013,0.0
0.002,0.0
0.013,0.0
0.005,0.0
0.015,0.0
0.008,0.0
0.011,0.0
0.008,0.0
0.009,0.0
0.01,0.0
0.007,0.0
0.006,0.0
0.005,0.0
0.007,0.0
0.02,0.0
0.009,0.0
0.013,0.0
0.011,0.0
0.016,0.0
0.012,0.0
0.011,0.0
0.018,0.0
0.004,0.0
0.011,0.0
0.012,0.01
0.015,0.0
0.005,0.0
0.007,0.0
0.0,0.01
0.004,0.0
0.009,0.0
0.002,0.0
0.001,0.0
0.004,0.0
0.002,0.0
0.001,0.0
0.001,0.0
0.003,0.0
0.0,0.0
0.002,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.009,0.0
0.008,0.0
0.012,0.0
0.006,0.01
0.007,0.0
0.01,0.0
0.008,0.0
0.01,0.0
0.01,0.0
0.018,0.0
0.006,0.0
0.002,0.0
0.005,0.0
0.003,0.0
0.001,0.0
0.002,0.0
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
-0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003,0.0
0.003,0.0
0.006,0.0
0.01,0.0
0.002,0.0
0.008,0.0
0.008,0.0
0.019,0.0
0.007,0.0
0.011,0.01
0.007,0.0
0.007,0.01
0.007,0.0
0.006,0.0
0.013,0.01
0.0,0.0
0.002,0.0
0.003,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.005,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017,0.0
0.017,0.0
0.014,0.0
0.008,0.0
0.009,0.0
0.013,0.0
0.009,0.0
0.022,0.0
0.015,0.0
0.023,0.0
0.011,0.01
0.012,0.0
0.021,0.0
0.012,0.0
0.014,0.01
0.018,0.0
0.008,0.0
0.009,0.0
0.001,0.0
0.005,0.01
0.0,0.0
0.001,0.01
0.001,0.0
0.001,0.01
0.002,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.005,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.002,0.0
0.0,0.0
0.002,0.0
0.002,0.0
0.006,0.01
0.015,0.0
0.021,0.0
0.015,0.0
0.026,0.0
0.034,0.0
0.035,0.0
0.037,0.01
0.05,0.0
0.018,0.02
0.012,0.01
0.024,0.01
0.029,0.01
0.018,0.0
0.017,0.01
0.024,0.02
0.006,0.0
0.02,0.0
0.012,0.0
0.007,0.0
0.006,0.01
0.006,0.0
0.003,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004,0.0
0.04,0.0
0.038,0.01
0.072,0.0
0.074,0.0
0.07,0.0
0.071,0.0
0.073,0.0
0.109,0.0
0.089,0.0
0.087,0.0
0.063,0.01
0.067,0.01
0.052,0.02
0.04,0.0
0.032,0.01
0.03,0.01
0.034,0.02
0.015,0.01
0.028,0.02
0.019,0.0
0.015,0.03
0.011,0.03
0.005,0.0
0.003,0.0
0.002,0.0
0.003,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.01
0.0,0.0
0.0,0.01
0.0,0.01
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.002,0.01
0.004,0.0
0.003,0.0
0.001,0.0
0.001,0.0
0.003,0.0
0.009,0.0
0.011,0.0
0.001,0.0
0.003,0.0
0.003,0.0
0.0,0.0
0.001,0.0
0.003,0.0
0.002,0.0
0.001,0.01
0.005,0.0
0.0,0.0
0.001,0.0
0.005,0.0
0.005,0.0
0.005,0.0
0.007,0.0
0.001,0.0
0.002,0.0
0.001,0.0
0.001,0.0
0.004,0.0
0.0,0.0
0.005,0.0
0.0,0.0
0.002,0.0
0.001,0.0
0.006,0.01
0.001,0.0
0.005,0.0
0.006,0.0
0.003,0.0
0.005,0.01
0.006,0.0
0.005,0.0
0.01,0.0
0.007,0.0
0.019,0.0
0.027,0.0
0.048,0.0
0.017,0.0
0.044,0.0
0.039,0.0
0.03,0.0
0.024,0.0
0.043,0.0
0.066,0.0
0.042,0.0
0.08,0.0
0.041,0.0
0.032,0.0
0.051,0.0
0.037,0.0
2.131,0.49
0.0,0.0
1.349,0.37
0.903,0.42
1.347,0.45
4.024,1.01
2.345,0.64
3.156,0.65
2.987,0.7
2.447,0.69
2.841,0.81
2.147,0.81
2.531,0.91
2.097,1.03
1.638,0.94
0.0,0.0
14.84,2.42
6.2,1.47
1.843,1.39
1.933,1.0
1.807,0.93
1.693,1.32
0.349,1.08
0.411,1.15
0.22,0.0
1.422,2.02
0.0,0.0
0.203,1.49
0.499,0.68
0.401,0.52
0.409,0.26
0.318,0.41
0.423,0.45
0.57,0.34
0.196,0.42
0.114,0.32
0.115,0.36
0.134,0.31
0.126,0.29
0.074,0.28
0.041,0.27
0.036,0.22
0.017,0.16
0.013,0.22
0.008,0.1
0.005,0.06
0.004,0.13
0.004,0.1
0.004,0.14
0.001,0.12
0.001,0.11
0.0,0.08
0.0,0.03
0.0,0.06
0.0,0.14
0.0,0.0
0.001,0.07
0.0,0.03
0.0,0.06
0.0,0.05
0.0,0.03
0.0,0.05
0.0,0.04
0.0,0.01
0.001,0.06
0.0,0.06
0.043,0.0
0.078,0.0
0.056,0.0
0.055,0.0
0.057,0.0
0.074,0.0
0.058,0.0
0.072,0.0
0.068,0.0
0.05,0.0
0.061,0.0
0.031,0.01
0.035,0.0
0.041,0.0
0.033,0.0
0.034,0.01
0.022,0.0
0.02,0.0
0.013,0.0
0.003,0.01
0.002,0.0
0.001,0.01
0.001,0.0
0.002,0.0
0.001,0.0
0.002,0.0
0.003,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.001,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001,0.0
0.004,0.0
0.007,0.0
0.001,0.0
0.007,0.0
0.004,0.0
0.004,0.0
0.002,0.0
0.002,0.0
0.004,0.0
0.0,0.0
0.002,0.0
0.001,0.0
0.004,0.0
0.003,0.0
0.002,0.0
