Country,province,population,density,area,urban,Days_since_n_cases,LockDown,longitude,latitude,cases_day1,cases_day2,cases_day3,cases_day4,cases_day5,cases_day6,cases_day7,cases_day8,cases_day9,cases_day10,deaths_day1,deaths_day2,deaths_day3,deaths_day4,deaths_day5,deaths_day6,deaths_day7,deaths_day8,deaths_day9,deaths_day10
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.0,0,0.5916666666666667,0.6805555555555556,0.003,0.0,0.001,0.002,0.0,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.01,0,0.5916666666666667,0.6805555555555556,0.0,0.001,0.002,0.0,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.02,0,0.5916666666666667,0.6805555555555556,0.001,0.002,0.0,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.03,0,0.5916666666666667,0.6805555555555556,0.002,0.0,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.04,0,0.5916666666666667,0.6805555555555556,0.0,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.05,0,0.5916666666666667,0.6805555555555556,0.0,0.004,0.005,0.005,0.001,0.0,0.0,0.002,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.06,0,0.5916666666666667,0.6805555555555556,0.004,0.005,0.005,0.001,0.0,0.0,0.002,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.07,0,0.5916666666666667,0.6805555555555556,0.005,0.005,0.001,0.0,0.0,0.002,0.0,0.016,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.08,0,0.5916666666666667,0.6805555555555556,0.005,0.001,0.0,0.0,0.002,0.0,0.016,0.0,0.034,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.09,0,0.5916666666666667,0.6805555555555556,0.001,0.0,0.0,0.002,0.0,0.016,0.0,0.034,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.1,0,0.5916666666666667,0.6805555555555556,0.0,0.0,0.002,0.0,0.016,0.0,0.034,0.01,0.01,0.016,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.11,0,0.5916666666666667,0.6805555555555556,0.0,0.002,0.0,0.016,0.0,0.034,0.01,0.01,0.016,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.12,0,0.5916666666666667,0.6805555555555556,0.002,0.0,0.016,0.0,0.034,0.01,0.01,0.016,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.13,0,0.5916666666666667,0.6805555555555556,0.0,0.016,0.0,0.034,0.01,0.01,0.016,0.0,0.01,0.05,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.14,0,0.5916666666666667,0.6805555555555556,0.016,0.0,0.034,0.01,0.01,0.016,0.0,0.01,0.05,0.004,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.15,0,0.5916666666666667,0.6805555555555556,0.0,0.034,0.01,0.01,0.016,0.0,0.01,0.05,0.004,0.063,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.16,0,0.5916666666666667,0.6805555555555556,0.034,0.01,0.01,0.016,0.0,0.01,0.05,0.004,0.063,0.036,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.17,0,0.5916666666666667,0.6805555555555556,0.01,0.01,0.016,0.0,0.01,0.05,0.004,0.063,0.036,0.008,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.18,0,0.5916666666666667,0.6805555555555556,0.01,0.016,0.0,0.01,0.05,0.004,0.063,0.036,0.008,0.018,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.19,0,0.5916666666666667,0.6805555555555556,0.016,0.0,0.01,0.05,0.004,0.063,0.036,0.008,0.018,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.2,0,0.5916666666666667,0.6805555555555556,0.0,0.01,0.05,0.004,0.063,0.036,0.008,0.018,0.05,0.018,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.04
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.21,0,0.5916666666666667,0.6805555555555556,0.01,0.05,0.004,0.063,0.036,0.008,0.018,0.05,0.018,0.056,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.03
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.22,0,0.5916666666666667,0.6805555555555556,0.05,0.004,0.063,0.036,0.008,0.018,0.05,0.018,0.056,0.021,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.03,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.23,0,0.5916666666666667,0.6805555555555556,0.004,0.063,0.036,0.008,0.018,0.05,0.018,0.056,0.021,0.04,0.0,0.0,0.02,0.0,0.01,0.0,0.04,0.03,0.0,0.01
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.24,0,0.5916666666666667,0.6805555555555556,0.063,0.036,0.008,0.018,0.05,0.018,0.056,0.021,0.04,0.037,0.0,0.02,0.0,0.01,0.0,0.04,0.03,0.0,0.01,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.25,0,0.5916666666666667,0.6805555555555556,0.036,0.008,0.018,0.05,0.018,0.056,0.021,0.04,0.037,0.034,0.02,0.0,0.01,0.0,0.04,0.03,0.0,0.01,0.0,0.03
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.26,0,0.5916666666666667,0.6805555555555556,0.008,0.018,0.05,0.018,0.056,0.021,0.04,0.037,0.034,0.052,0.0,0.01,0.0,0.04,0.03,0.0,0.01,0.0,0.03,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.27,0,0.5916666666666667,0.6805555555555556,0.018,0.05,0.018,0.056,0.021,0.04,0.037,0.034,0.052,0.058,0.01,0.0,0.04,0.03,0.0,0.01,0.0,0.03,0.0,0.03
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.28,0,0.5916666666666667,0.6805555555555556,0.05,0.018,0.056,0.021,0.04,0.037,0.034,0.052,0.058,0.049,0.0,0.04,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.02
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.29,0,0.5916666666666667,0.6805555555555556,0.018,0.056,0.021,0.04,0.037,0.034,0.052,0.058,0.049,0.07,0.04,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.02,0.02
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.3,0,0.5916666666666667,0.6805555555555556,0.056,0.021,0.04,0.037,0.034,0.052,0.058,0.049,0.07,0.056,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.02,0.02,0.05
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.31,0,0.5916666666666667,0.6805555555555556,0.021,0.04,0.037,0.034,0.052,0.058,0.049,0.07,0.056,0.066,0.0,0.01,0.0,0.03,0.0,0.03,0.02,0.02,0.05,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.32,0,0.5916666666666667,0.6805555555555556,0.04,0.037,0.034,0.052,0.058,0.049,0.07,0.056,0.066,0.027,0.01,0.0,0.03,0.0,0.03,0.02,0.02,0.05,0.0,0.0
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.33,0,0.5916666666666667,0.6805555555555556,0.037,0.034,0.052,0.058,0.049,0.07,0.056,0.066,0.027,0.063,0.0,0.03,0.0,0.03,0.02,0.02,0.05,0.0,0.0,0.03
Afghanistan,nan,0.38928346,0.06,0.65286,0.25,0.34,0,0.5916666666666667,0.6805555555555556,0.034,0.052,0.058,0.049,0.07,0.056,0.066,0.027,0.063,0.03,0.03,0.0,0.03,0.02,0.02,0.05,0.0,0.0,0.03,0.03
Albania,nan,0.02877797,0.105,0.0274,0.63,0.0,0,0.6143147222222223,0.5560230555555555,0.0,0.0,0.0,0.0,0.002,0.008,0.002,0.011,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.01,0,0.6143147222222223,0.5560230555555555,0.0,0.0,0.0,0.002,0.008,0.002,0.011,0.01,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.02,0,0.6143147222222223,0.5560230555555555,0.0,0.0,0.002,0.008,0.002,0.011,0.01,0.005,0.004,0.009,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.03,0,0.6143147222222223,0.5560230555555555,0.0,0.002,0.008,0.002,0.011,0.01,0.005,0.004,0.009,0.004,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.04,0,0.6143147222222223,0.5560230555555555,0.002,0.008,0.002,0.011,0.01,0.005,0.004,0.009,0.004,0.004,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.05,0,0.6143147222222223,0.5560230555555555,0.008,0.002,0.011,0.01,0.005,0.004,0.009,0.004,0.004,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.06,0,0.6143147222222223,0.5560230555555555,0.002,0.011,0.01,0.005,0.004,0.009,0.004,0.004,0.005,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.07,0,0.6143147222222223,0.5560230555555555,0.011,0.01,0.005,0.004,0.009,0.004,0.004,0.005,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.08,0,0.6143147222222223,0.5560230555555555,0.01,0.005,0.004,0.009,0.004,0.004,0.005,0.006,0.006,0.013,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.09,0,0.6143147222222223,0.5560230555555555,0.005,0.004,0.009,0.004,0.004,0.005,0.006,0.006,0.013,0.015,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
Albania,nan,0.02877797,0.105,0.0274,0.63,0.1,0,0.6143147222222223,0.5560230555555555,0.004,0.009,0.004,0.004,0.005,0.006,0.006,0.013,0.015,0.019,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.11,0,0.6143147222222223,0.5560230555555555,0.009,0.004,0.004,0.005,0.006,0.006,0.013,0.015,0.019,0.023,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.12,0,0.6143147222222223,0.5560230555555555,0.004,0.004,0.005,0.006,0.006,0.013,0.015,0.019,0.023,0.028,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.13,0,0.6143147222222223,0.5560230555555555,0.004,0.005,0.006,0.006,0.013,0.015,0.019,0.023,0.028,0.012,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.02
Albania,nan,0.02877797,0.105,0.0274,0.63,0.14,0,0.6143147222222223,0.5560230555555555,0.005,0.006,0.006,0.013,0.015,0.019,0.023,0.028,0.012,0.011,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.02
Albania,nan,0.02877797,0.105,0.0274,0.63,0.15,0,0.6143147222222223,0.5560230555555555,0.006,0.006,0.013,0.015,0.019,0.023,0.028,0.012,0.011,0.015,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.16,0,0.6143147222222223,0.5560230555555555,0.006,0.013,0.015,0.019,0.023,0.028,0.012,0.011,0.015,0.011,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.17,0,0.6143147222222223,0.5560230555555555,0.013,0.015,0.019,0.023,0.028,0.012,0.011,0.015,0.011,0.02,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.0,0.01,0.04
Albania,nan,0.02877797,0.105,0.0274,0.63,0.18,0,0.6143147222222223,0.5560230555555555,0.015,0.019,0.023,0.028,0.012,0.011,0.015,0.011,0.02,0.016,0.02,0.01,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.19,0,0.6143147222222223,0.5560230555555555,0.019,0.023,0.028,0.012,0.011,0.015,0.011,0.02,0.016,0.018,0.01,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.2,0,0.6143147222222223,0.5560230555555555,0.023,0.028,0.012,0.011,0.015,0.011,0.02,0.016,0.018,0.027,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.0,0.01,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.21,0,0.6143147222222223,0.5560230555555555,0.028,0.012,0.011,0.015,0.011,0.02,0.016,0.018,0.027,0.029,0.01,0.02,0.02,0.0,0.01,0.04,0.0,0.01,0.01,0.03
Albania,nan,0.02877797,0.105,0.0274,0.63,0.22,0,0.6143147222222223,0.5560230555555555,0.012,0.011,0.015,0.011,0.02,0.016,0.018,0.027,0.029,0.028,0.02,0.02,0.0,0.01,0.04,0.0,0.01,0.01,0.03,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.23,0,0.6143147222222223,0.5560230555555555,0.011,0.015,0.011,0.02,0.016,0.018,0.027,0.029,0.028,0.016,0.02,0.0,0.01,0.04,0.0,0.01,0.01,0.03,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.24,0,0.6143147222222223,0.5560230555555555,0.015,0.011,0.02,0.016,0.018,0.027,0.029,0.028,0.016,0.006,0.0,0.01,0.04,0.0,0.01,0.01,0.03,0.0,0.01,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.25,0,0.6143147222222223,0.5560230555555555,0.011,0.02,0.016,0.018,0.027,0.029,0.028,0.016,0.006,0.017,0.01,0.04,0.0,0.01,0.01,0.03,0.0,0.01,0.01,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.26,0,0.6143147222222223,0.5560230555555555,0.02,0.016,0.018,0.027,0.029,0.028,0.016,0.006,0.017,0.009,0.04,0.0,0.01,0.01,0.03,0.0,0.01,0.01,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.27,0,0.6143147222222223,0.5560230555555555,0.016,0.018,0.027,0.029,0.028,0.016,0.006,0.017,0.009,0.007,0.0,0.01,0.01,0.03,0.0,0.01,0.01,0.0,0.01,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.28,0,0.6143147222222223,0.5560230555555555,0.018,0.027,0.029,0.028,0.016,0.006,0.017,0.009,0.007,0.017,0.01,0.01,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.29,0,0.6143147222222223,0.5560230555555555,0.027,0.029,0.028,0.016,0.006,0.017,0.009,0.007,0.017,0.013,0.01,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.3,0,0.6143147222222223,0.5560230555555555,0.029,0.028,0.016,0.006,0.017,0.009,0.007,0.017,0.013,0.021,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.31,0,0.6143147222222223,0.5560230555555555,0.028,0.016,0.006,0.017,0.009,0.007,0.017,0.013,0.021,0.008,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.32,0,0.6143147222222223,0.5560230555555555,0.016,0.006,0.017,0.009,0.007,0.017,0.013,0.021,0.008,0.019,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.33,0,0.6143147222222223,0.5560230555555555,0.006,0.017,0.009,0.007,0.017,0.013,0.021,0.008,0.019,0.024,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01
Albania,nan,0.02877797,0.105,0.0274,0.63,0.34,0,0.6143147222222223,0.5560230555555555,0.017,0.009,0.007,0.017,0.013,0.021,0.008,0.019,0.024,0.021,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.35,0,0.6143147222222223,0.5560230555555555,0.009,0.007,0.017,0.013,0.021,0.008,0.019,0.024,0.021,0.009,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.36,0,0.6143147222222223,0.5560230555555555,0.007,0.017,0.013,0.021,0.008,0.019,0.024,0.021,0.009,0.014,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
Albania,nan,0.02877797,0.105,0.0274,0.63,0.37,0,0.6143147222222223,0.5560230555555555,0.017,0.013,0.021,0.008,0.019,0.024,0.021,0.009,0.014,0.022,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.0,0,0.5778719444444445,0.50461,0.0,0.0,0.002,0.002,0.007,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.01,0,0.5778719444444445,0.50461,0.0,0.002,0.002,0.007,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.02,0,0.5778719444444445,0.50461,0.002,0.002,0.007,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.03,0,0.5778719444444445,0.50461,0.002,0.007,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.04,0,0.5778719444444445,0.50461,0.007,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.05,0,0.5778719444444445,0.50461,0.0,0.005,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.06,0,0.5778719444444445,0.50461,0.005,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.07,0,0.5778719444444445,0.50461,0.0,0.002,0.001,0.0,0.0,0.004,0.002,0.011,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.08,0,0.5778719444444445,0.50461,0.002,0.001,0.0,0.0,0.004,0.002,0.011,0.011,0.006,0.006,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.09,0,0.5778719444444445,0.50461,0.001,0.0,0.0,0.004,0.002,0.011,0.011,0.006,0.006,0.014,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.03
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.1,0,0.5778719444444445,0.50461,0.0,0.0,0.004,0.002,0.011,0.011,0.006,0.006,0.014,0.013,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.11,0,0.5778719444444445,0.50461,0.0,0.004,0.002,0.011,0.011,0.006,0.006,0.014,0.013,0.003,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.02,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.12,0,0.5778719444444445,0.50461,0.004,0.002,0.011,0.011,0.006,0.006,0.014,0.013,0.003,0.049,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.02,0.02,0.04
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.13,0,0.5778719444444445,0.50461,0.002,0.011,0.011,0.006,0.006,0.014,0.013,0.003,0.049,0.062,0.01,0.01,0.01,0.0,0.0,0.03,0.02,0.02,0.04,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.14,0,0.5778719444444445,0.50461,0.011,0.011,0.006,0.006,0.014,0.013,0.003,0.049,0.062,0.029,0.01,0.01,0.0,0.0,0.03,0.02,0.02,0.04,0.02,0.0
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.15,0,0.5778719444444445,0.50461,0.011,0.006,0.006,0.014,0.013,0.003,0.049,0.062,0.029,0.034,0.01,0.0,0.0,0.03,0.02,0.02,0.04,0.02,0.0,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.16,0,0.5778719444444445,0.50461,0.006,0.006,0.014,0.013,0.003,0.049,0.062,0.029,0.034,0.038,0.0,0.0,0.03,0.02,0.02,0.04,0.02,0.0,0.02,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.17,0,0.5778719444444445,0.50461,0.006,0.014,0.013,0.003,0.049,0.062,0.029,0.034,0.038,0.065,0.0,0.03,0.02,0.02,0.04,0.02,0.0,0.02,0.02,0.04
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.18,0,0.5778719444444445,0.50461,0.014,0.013,0.003,0.049,0.062,0.029,0.034,0.038,0.065,0.042,0.03,0.02,0.02,0.04,0.02,0.0,0.02,0.02,0.04,0.01
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.19,0,0.5778719444444445,0.50461,0.013,0.003,0.049,0.062,0.029,0.034,0.038,0.065,0.042,0.045,0.02,0.02,0.04,0.02,0.0,0.02,0.02,0.04,0.01,0.03
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.2,0,0.5778719444444445,0.50461,0.003,0.049,0.062,0.029,0.034,0.038,0.065,0.042,0.045,0.057,0.02,0.04,0.02,0.0,0.02,0.02,0.04,0.01,0.03,0.02
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.21,0,0.5778719444444445,0.50461,0.049,0.062,0.029,0.034,0.038,0.065,0.042,0.045,0.057,0.073,0.04,0.02,0.0,0.02,0.02,0.04,0.01,0.03,0.02,0.04
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.22,0,0.5778719444444445,0.50461,0.062,0.029,0.034,0.038,0.065,0.042,0.045,0.057,0.073,0.132,0.02,0.0,0.02,0.02,0.04,0.01,0.03,0.02,0.04,0.09
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.23,0,0.5778719444444445,0.50461,0.029,0.034,0.038,0.065,0.042,0.045,0.057,0.073,0.132,0.131,0.0,0.02,0.02,0.04,0.01,0.03,0.02,0.04,0.09,0.14
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.24,0,0.5778719444444445,0.50461,0.034,0.038,0.065,0.042,0.045,0.057,0.073,0.132,0.131,0.139,0.02,0.02,0.04,0.01,0.03,0.02,0.04,0.09,0.14,0.28
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.25,0,0.5778719444444445,0.50461,0.038,0.065,0.042,0.045,0.057,0.073,0.132,0.131,0.139,0.185,0.02,0.04,0.01,0.03,0.02,0.04,0.09,0.14,0.28,0.19
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.26,0,0.5778719444444445,0.50461,0.065,0.042,0.045,0.057,0.073,0.132,0.131,0.139,0.185,0.08,0.04,0.01,0.03,0.02,0.04,0.09,0.14,0.28,0.19,0.25
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.27,0,0.5778719444444445,0.50461,0.042,0.045,0.057,0.073,0.132,0.131,0.139,0.185,0.08,0.069,0.01,0.03,0.02,0.04,0.09,0.14,0.28,0.19,0.25,0.22
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.28,0,0.5778719444444445,0.50461,0.045,0.057,0.073,0.132,0.131,0.139,0.185,0.08,0.069,0.103,0.03,0.02,0.04,0.09,0.14,0.28,0.19,0.25,0.22,0.21
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.29,0,0.5778719444444445,0.50461,0.057,0.073,0.132,0.131,0.139,0.185,0.08,0.069,0.103,0.045,0.02,0.04,0.09,0.14,0.28,0.19,0.25,0.22,0.21,0.2
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.3,0,0.5778719444444445,0.50461,0.073,0.132,0.131,0.139,0.185,0.08,0.069,0.103,0.045,0.104,0.04,0.09,0.14,0.28,0.19,0.25,0.22,0.21,0.2,0.12
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.31,0,0.5778719444444445,0.50461,0.132,0.131,0.139,0.185,0.08,0.069,0.103,0.045,0.104,0.094,0.09,0.14,0.28,0.19,0.25,0.22,0.21,0.2,0.12,0.3
Algeria,nan,0.43851044,0.018,2.38174,0.73,0.32,0,0.5778719444444445,0.50461,0.131,0.139,0.185,0.08,0.069,0.103,0.045,0.104,0.094,0.095,0.14,0.28,0.19,0.25,0.22,0.21,0.2,0.12,0.3,0.21
