Country,province,population,density,area,urban,Days_since_n_cases,LockDown,longitude,latitude,cases_day1,cases_day2,cases_day3,cases_day4,cases_day5,cases_day6,cases_day7,cases_day8,cases_day9,cases_day10,deaths_day1,deaths_day2,deaths_day3,deaths_day4,deaths_day5,deaths_day6,deaths_day7,deaths_day8,deaths_day9,deaths_day10
China,Hubei,14.39323776,0.153,9.388211,0.61,0.36,1,0.5860433333333332,0.8118630555555556,1.693,0.349,0.411,0.22,1.422,0.0,0.203,0.499,0.401,0.409,1.32,1.08,1.15,0.0,2.02,0.0,1.49,0.68,0.52,0.26
China,Hubei,14.39323776,0.153,9.388211,0.61,0.37,1,0.5860433333333332,0.8118630555555556,0.349,0.411,0.22,1.422,0.0,0.203,0.499,0.401,0.409,0.318,1.08,1.15,0.0,2.02,0.0,1.49,0.68,0.52,0.26,0.41
China,Hubei,14.39323776,0.153,9.388211,0.61,0.38,1,0.5860433333333332,0.8118630555555556,0.411,0.22,1.422,0.0,0.203,0.499,0.401,0.409,0.318,0.423,1.15,0.0,2.02,0.0,1.49,0.68,0.52,0.26,0.41,0.45
China,Hubei,14.39323776,0.153,9.388211,0.61,0.39,1,0.5860433333333332,0.8118630555555556,0.22,1.422,0.0,0.203,0.499,0.401,0.409,0.318,0.423,0.57,0.0,2.02,0.0,1.49,0.68,0.52,0.26,0.41,0.45,0.34
China,Hubei,14.39323776,0.153,9.388211,0.61,0.4,1,0.5860433333333332,0.8118630555555556,1.422,0.0,0.203,0.499,0.401,0.409,0.318,0.423,0.57,0.196,2.02,0.0,1.49,0.68,0.52,0.26,0.41,0.45,0.34,0.42
China,Hubei,14.39323776,0.153,9.388211,0.61,0.41,1,0.5860433333333332,0.8118630555555556,0.0,0.203,0.499,0.401,0.409,0.318,0.423,0.57,0.196,0.114,0.0,1.49,0.68,0.52,0.26,0.41,0.45,0.34,0.42,0.32
China,Hubei,14.39323776,0.153,9.388211,0.61,0.42,1,0.5860433333333332,0.8118630555555556,0.203,0.499,0.401,0.409,0.318,0.423,0.57,0.196,0.114,0.115,1.49,0.68,0.52,0.26,0.41,0.45,0.34,0.42,0.32,0.36
China,Hubei,14.39323776,0.153,9.388211,0.61,0.43,1,0.5860433333333332,0.8118630555555556,0.499,0.401,0.409,0.318,0.423,0.57,0.196,0.114,0.115,0.134,0.68,0.52,0.26,0.41,0.45,0.34,0.42,0.32,0.36,0.31
China,Hubei,14.39323776,0.153,9.388211,0.61,0.44,1,0.5860433333333332,0.8118630555555556,0.401,0.409,0.318,0.423,0.57,0.196,0.114,0.115,0.134,0.126,0.52,0.26,0.41,0.45,0.34,0.42,0.32,0.36,0.31,0.29
China,Hubei,14.39323776,0.153,9.388211,0.61,0.45,1,0.5860433333333332,0.8118630555555556,0.409,0.318,0.423,0.57,0.196,0.114,0.115,0.134,0.126,0.074,0.26,0.41,0.45,0.34,0.42,0.32,0.36,0.31,0.29,0.28
China,Hubei,14.39323776,0.153,9.388211,0.61,0.46,1,0.5860433333333332,0.8118630555555556,0.318,0.423,0.57,0.196,0.114,0.115,0.134,0.126,0.074,0.041,0.41,0.45,0.34,0.42,0.32,0.36,0.31,0.29,0.28,0.27
China,Hubei,14.39323776,0.153,9.388211,0.61,0.47,1,0.5860433333333332,0.8118630555555556,0.423,0.57,0.196,0.114,0.115,0.134,0.126,0.074,0.041,0.036,0.45,0.34,0.42,0.32,0.36,0.31,0.29,0.28,0.27,0.22
China,Hubei,14.39323776,0.153,9.388211,0.61,0.48,1,0.5860433333333332,0.8118630555555556,0.57,0.196,0.114,0.115,0.134,0.126,0.074,0.041,0.036,0.017,0.34,0.42,0.32,0.36,0.31,0.29,0.28,0.27,0.22,0.16
China,Hubei,14.39323776,0.153,9.388211,0.61,0.49,1,0.5860433333333332,0.8118630555555556,0.196,0.114,0.115,0.134,0.126,0.074,0.041,0.036,0.017,0.013,0.42,0.32,0.36,0.31,0.29,0.28,0.27,0.22,0.16,0.22
China,Hubei,14.39323776,0.153,9.388211,0.61,0.5,1,0.5860433333333332,0.8118630555555556,0.114,0.115,0.134,0.126,0.074,0.041,0.036,0.017,0.013,0.008,0.32,0.36,0.31,0.29,0.28,0.27,0.22,0.16,0.22,0.1
China,Hubei,14.39323776,0.153,9.388211,0.61,0.51,1,0.5860433333333332,0.8118630555555556,0.115,0.134,0.126,0.074,0.041,0.036,0.017,0.013,0.008,0.005,0.36,0.31,0.29,0.28,0.27,0.22,0.16,0.22,0.1,0.06
China,Hubei,14.39323776,0.153,9.388211,0.61,0.52,1,0.5860433333333332,0.8118630555555556,0.134,0.126,0.074,0.041,0.036,0.017,0.013,0.008,0.005,0.004,0.31,0.29,0.28,0.27,0.22,0.16,0.22,0.1,0.06,0.13
China,Hubei,14.39323776,0.153,9.388211,0.61,0.53,1,0.5860433333333332,0.8118630555555556,0.126,0.074,0.041,0.036,0.017,0.013,0.008,0.005,0.004,0.004,0.29,0.28,0.27,0.22,0.16,0.22,0.1,0.06,0.13,0.1
China,Hubei,14.39323776,0.153,9.388211,0.61,0.54,1,0.5860433333333332,0.8118630555555556,0.074,0.041,0.036,0.017,0.013,0.008,0.005,0.004,0.004,0.004,0.28,0.27,0.22,0.16,0.22,0.1,0.06,0.13,0.1,0.14
China,Hubei,14.39323776,0.153,9.388211,0.61,0.55,1,0.5860433333333332,0.8118630555555556,0.041,0.036,0.017,0.013,0.008,0.005,0.004,0.004,0.004,0.001,0.27,0.22,0.16,0.22,0.1,0.06,0.13,0.1,0.14,0.12
China,Hubei,14.39323776,0.153,9.388211,0.61,0.56,1,0.5860433333333332,0.8118630555555556,0.036,0.017,0.013,0.008,0.005,0.004,0.004,0.004,0.001,0.001,0.22,0.16,0.22,0.1,0.06,0.13,0.1,0.14,0.12,0.11
China,Hubei,14.39323776,0.153,9.388211,0.61,0.57,1,0.5860433333333332,0.8118630555555556,0.017,0.013,0.008,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.16,0.22,0.1,0.06,0.13,0.1,0.14,0.12,0.11,0.08
China,Hubei,14.39323776,0.153,9.388211,0.61,0.58,1,0.5860433333333332,0.8118630555555556,0.013,0.008,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.22,0.1,0.06,0.13,0.1,0.14,0.12,0.11,0.08,0.03
China,Hubei,14.39323776,0.153,9.388211,0.61,0.59,1,0.5860433333333332,0.8118630555555556,0.008,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.1,0.06,0.13,0.1,0.14,0.12,0.11,0.08,0.03,0.06
China,Hubei,14.39323776,0.153,9.388211,0.61,0.6,1,0.5860433333333332,0.8118630555555556,0.005,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.06,0.13,0.1,0.14,0.12,0.11,0.08,0.03,0.06,0.14
China,Hubei,14.39323776,0.153,9.388211,0.61,0.61,1,0.5860433333333332,0.8118630555555556,0.004,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.14,0.12,0.11,0.08,0.03,0.06,0.14,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.62,1,0.5860433333333332,0.8118630555555556,0.004,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.1,0.14,0.12,0.11,0.08,0.03,0.06,0.14,0.0,0.07
China,Hubei,14.39323776,0.153,9.388211,0.61,0.63,1,0.5860433333333332,0.8118630555555556,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.14,0.12,0.11,0.08,0.03,0.06,0.14,0.0,0.07,0.03
China,Hubei,14.39323776,0.153,9.388211,0.61,0.64,1,0.5860433333333332,0.8118630555555556,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.12,0.11,0.08,0.03,0.06,0.14,0.0,0.07,0.03,0.06
China,Hubei,14.39323776,0.153,9.388211,0.61,0.65,1,0.5860433333333332,0.8118630555555556,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.11,0.08,0.03,0.06,0.14,0.0,0.07,0.03,0.06,0.05
China,Hubei,14.39323776,0.153,9.388211,0.61,0.66,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.08,0.03,0.06,0.14,0.0,0.07,0.03,0.06,0.05,0.03
China,Hubei,14.39323776,0.153,9.388211,0.61,0.67,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.14,0.0,0.07,0.03,0.06,0.05,0.03,0.05
China,Hubei,14.39323776,0.153,9.388211,0.61,0.68,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.07,0.03,0.06,0.05,0.03,0.05,0.04
China,Hubei,14.39323776,0.153,9.388211,0.61,0.69,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.03,0.06,0.05,0.03,0.05,0.04,0.01
China,Hubei,14.39323776,0.153,9.388211,0.61,0.7,1,0.5860433333333332,0.8118630555555556,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.07,0.03,0.06,0.05,0.03,0.05,0.04,0.01,0.06
China,Hubei,14.39323776,0.153,9.388211,0.61,0.71,1,0.5860433333333332,0.8118630555555556,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.07,0.03,0.06,0.05,0.03,0.05,0.04,0.01,0.06,0.06
China,Hubei,14.39323776,0.153,9.388211,0.61,0.72,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.03,0.06,0.05,0.03,0.05,0.04,0.01,0.06,0.06,0.04
China,Hubei,14.39323776,0.153,9.388211,0.61,0.73,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.06,0.05,0.03,0.05,0.04,0.01,0.06,0.06,0.04,0.04
China,Hubei,14.39323776,0.153,9.388211,0.61,0.74,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.05,0.03,0.05,0.04,0.01,0.06,0.06,0.04,0.04,0.03
China,Hubei,14.39323776,0.153,9.388211,0.61,0.75,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.03,0.05,0.04,0.01,0.06,0.06,0.04,0.04,0.03,0.02
China,Hubei,14.39323776,0.153,9.388211,0.61,0.76,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.05,0.04,0.01,0.06,0.06,0.04,0.04,0.03,0.02,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.77,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.06,0.04,0.04,0.03,0.02,0.0,0.01
China,Hubei,14.39323776,0.153,9.388211,0.61,0.78,1,0.5860433333333332,0.8118630555555556,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.04,0.04,0.03,0.02,0.0,0.01,0.02
China,Hubei,14.39323776,0.153,9.388211,0.61,0.79,1,0.5860433333333332,0.8118630555555556,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.04,0.04,0.03,0.02,0.0,0.01,0.02,0.01
China,Hubei,14.39323776,0.153,9.388211,0.61,0.8,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.04,0.03,0.02,0.0,0.01,0.02,0.01,0.03
China,Hubei,14.39323776,0.153,9.388211,0.61,0.81,1,0.5860433333333332,0.8118630555555556,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.02,0.0,0.01,0.02,0.01,0.03,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.82,1,0.5860433333333332,0.8118630555555556,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.02,0.0,0.01,0.02,0.01,0.03,0.0,0.02
China,Hubei,14.39323776,0.153,9.388211,0.61,0.83,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0.02,0.01,0.03,0.0,0.02,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.84,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.01,0.03,0.0,0.02,0.0,0.01
China,Hubei,14.39323776,0.153,9.388211,0.61,0.85,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.03,0.0,0.02,0.0,0.01,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.86,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.01,0.02,0.01,0.03,0.0,0.02,0.0,0.01,0.0,12.9
China,Hubei,14.39323776,0.153,9.388211,0.61,0.87,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.02,0.01,0.03,0.0,0.02,0.0,0.01,0.0,12.9,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.88,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.0,0.01,0.03,0.0,0.02,0.0,0.01,0.0,12.9,0.0,0.0
China,Hubei,14.39323776,0.153,9.388211,0.61,0.89,1,0.5860433333333332,0.8118630555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.01,0.0,12.9,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.06,1,0.5766955555555555,0.8103022222222223,0.005,0.015,0.019,0.026,0.031,0.043,0.078,0.056,0.055,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.07,1,0.5766955555555555,0.8103022222222223,0.015,0.019,0.026,0.031,0.043,0.078,0.056,0.055,0.057,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.08,1,0.5766955555555555,0.8103022222222223,0.019,0.026,0.031,0.043,0.078,0.056,0.055,0.057,0.074,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.09,1,0.5766955555555555,0.8103022222222223,0.026,0.031,0.043,0.078,0.056,0.055,0.057,0.074,0.058,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.1,1,0.5766955555555555,0.8103022222222223,0.031,0.043,0.078,0.056,0.055,0.057,0.074,0.058,0.072,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.11,1,0.5766955555555555,0.8103022222222223,0.043,0.078,0.056,0.055,0.057,0.074,0.058,0.072,0.068,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.12,1,0.5766955555555555,0.8103022222222223,0.078,0.056,0.055,0.057,0.074,0.058,0.072,0.068,0.05,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.13,1,0.5766955555555555,0.8103022222222223,0.056,0.055,0.057,0.074,0.058,0.072,0.068,0.05,0.061,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
China,Hunan,14.39323776,0.153,9.388211,0.61,0.14,1,0.5766955555555555,0.8103022222222223,0.055,0.057,0.074,0.058,0.072,0.068,0.05,0.061,0.031,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.15,1,0.5766955555555555,0.8103022222222223,0.057,0.074,0.058,0.072,0.068,0.05,0.061,0.031,0.035,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.16,1,0.5766955555555555,0.8103022222222223,0.074,0.058,0.072,0.068,0.05,0.061,0.031,0.035,0.041,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.17,1,0.5766955555555555,0.8103022222222223,0.058,0.072,0.068,0.05,0.061,0.031,0.035,0.041,0.033,0.034,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
China,Hunan,14.39323776,0.153,9.388211,0.61,0.18,1,0.5766955555555555,0.8103022222222223,0.072,0.068,0.05,0.061,0.031,0.035,0.041,0.033,0.034,0.022,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.19,1,0.5766955555555555,0.8103022222222223,0.068,0.05,0.061,0.031,0.035,0.041,0.033,0.034,0.022,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.2,1,0.5766955555555555,0.8103022222222223,0.05,0.061,0.031,0.035,0.041,0.033,0.034,0.022,0.02,0.013,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.21,1,0.5766955555555555,0.8103022222222223,0.061,0.031,0.035,0.041,0.033,0.034,0.022,0.02,0.013,0.003,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
China,Hunan,14.39323776,0.153,9.388211,0.61,0.22,1,0.5766955555555555,0.8103022222222223,0.031,0.035,0.041,0.033,0.034,0.022,0.02,0.013,0.003,0.002,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.23,1,0.5766955555555555,0.8103022222222223,0.035,0.041,0.033,0.034,0.022,0.02,0.013,0.003,0.002,0.001,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01
China,Hunan,14.39323776,0.153,9.388211,0.61,0.24,1,0.5766955555555555,0.8103022222222223,0.041,0.033,0.034,0.022,0.02,0.013,0.003,0.002,0.001,0.001,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.25,1,0.5766955555555555,0.8103022222222223,0.033,0.034,0.022,0.02,0.013,0.003,0.002,0.001,0.001,0.002,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.26,1,0.5766955555555555,0.8103022222222223,0.034,0.022,0.02,0.013,0.003,0.002,0.001,0.001,0.002,0.001,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.27,1,0.5766955555555555,0.8103022222222223,0.022,0.02,0.013,0.003,0.002,0.001,0.001,0.002,0.001,0.002,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.28,1,0.5766955555555555,0.8103022222222223,0.02,0.013,0.003,0.002,0.001,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.29,1,0.5766955555555555,0.8103022222222223,0.013,0.003,0.002,0.001,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.3,1,0.5766955555555555,0.8103022222222223,0.003,0.002,0.001,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.31,1,0.5766955555555555,0.8103022222222223,0.002,0.001,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.32,1,0.5766955555555555,0.8103022222222223,0.001,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.0,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.33,1,0.5766955555555555,0.8103022222222223,0.001,0.002,0.001,0.002,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.34,1,0.5766955555555555,0.8103022222222223,0.002,0.001,0.002,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.35,1,0.5766955555555555,0.8103022222222223,0.001,0.002,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.36,1,0.5766955555555555,0.8103022222222223,0.002,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.37,1,0.5766955555555555,0.8103022222222223,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.38,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.39,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.4,1,0.5766955555555555,0.8103022222222223,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.41,1,0.5766955555555555,0.8103022222222223,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.42,1,0.5766955555555555,0.8103022222222223,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.43,1,0.5766955555555555,0.8103022222222223,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.44,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.45,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.46,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.47,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.48,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.49,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.5,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.51,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.52,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.53,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.54,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.55,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.56,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Hunan,14.39323776,0.153,9.388211,0.61,0.57,1,0.5766955555555555,0.8103022222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
